ID;SrcDatabase;Title;Author;Affiliation;Literature Source;Keyword;Abstract;PubTime;Year;PageCount;Abstract_Orig
P245;期刊;从《云南》、《滇话》看晚清云南留日学生的近代思想;"周立英;";云南大学人文学院 云南昆明650091;云南民族大学学报(哲学社会科学版);"《云南》;;《滇话》;;留日学生;;近代思想";在近代中国的留学浪潮中,大批有志青年来到日本,创办了大量进步报刊,宣传革命思想和爱国主义。从云南留日学生创办的云南杂志和滇话报刊可以看出晚清云南留日学生的国民思想、国家观念、云南观和社会改良思想,他们将个人命运与国家前途紧密联系在一起,并积极倡导女子教育、风俗改革等社会改良思想。;2007-07-15;2007;103-108;
P399;辑刊;有关清末留日运动史实的补充——基于新见近代日本涉华档案;"李少军;";"武汉大学历史学院;";人文论丛;"清末留日运动;;日本领事报告;;中国驻日公使馆文书;;长江流域";在近代日本涉华档案中,有一些驻华领事及日本机构、中国驻日公使馆涉及中国对日派遣留学生的报告、文书,颇有助于了解中国各区域派出留日学生的先后、数量、抵日后去向等情况,可据以弥补相关论著之欠缺、修正其误差,并进一步证明长江流域是近代留日运动的发源地,在清末民初派出留日学生最多。;2020-11-30;2020;34;
P140;期刊;晚清贵州状元夏同龢留日史事考述;"李林;";"香港中文大学历史学系;";贵州文史丛刊;"夏同龢;;晚清;;贵州状元;;留学";"夏同龢是19世纪中国最后一名文状元,更是中国第一位出国留学的状元。夏同龢及其他拥有科举功名的传统士绅负笈游学,在晚清新政展开、西学东渐的历史背景下,不仅折射出中国传统士绅教育的转型———传统士绅开始正视外来挑战并积极学习近代西学;同时亦反映出这些研习经史辞章的传统文化精英,已开始向掌握近代法政之学及科学技术的知识分子过渡。";2012-05-15;2012;86-91;
P205;中国会议;大正中后期日本政府改善中国留日学生政策探析(1918～1926);"徐志民;";社会科学文献出版社(Social Sciences Academic Press);中国社会科学院近代史研究所青年学术论坛(2008年卷);"中国留日学生;留日学生总会;政策探析;中后期;";大正初期,随着日本侵华程度的逐步加深和继续推行相对冷漠的留日学生政策,中国留日学生的反日斗争愈演愈烈,并将留学目光再次转向留学环境相对较好的欧美诸国,产生了留日运动日趋萧条的景象。这引起了日本各界不少人士的担忧,纷纷建议;2009-12-01;2009;25;
P225;期刊;简析留日女子对中国社会的影响;"张凤花;";"保定广播电视大学;";消费导刊;"妇女解放;;拒俄运动";女子留学日本是中国女性摆脱陈规,走向世界的开始,具有拓荒者和奠基者的身份,这就注定了它会对中国的社会产生一定的影响。本文从留日女生与中国女子教育的发展、留日女生与国内妇女解放运动及留日女生与中国革命这三个方面加以阐述。;2008-12-23;2008;196;
P333;期刊;论辛亥革命前留日学生运动的历史作用;屠听泉;同济大学社科系 副教授;同济大学学报(人文·社会科学版);"留日学生;知识阶层;革命政党;中国同盟会;民主革命思想;";孙中山领导的辛亥革命,是中国近代史上的一个伟大的里程碑,是在比较完全意义上开始的反帝、反封建的民族民主革命。在这场促进中国社会发展的进程中,中国留日学生运动发挥了重大的作用,作出了不可磨灭的贡献。;1992-12-30;1992;90-96;
P081;期刊;孟昭常留日活动及思想考略;"柳朴方;";"北京大学历史学系;";常州大学学报(社会科学版);"孟昭常;;法政速成科;;法政学交通社杂志;;法政救国";"孟昭常是清末立宪运动的一位重要人物,但其事功如昨日云烟,难觅踪影。孟昭常及其兄孟森的留日时间并非之前1901—1904年的""定论"",而是1906—1907年。孟氏兄弟也并非日本法政大学的正规学生,而是在法政大学法政速成科学习,且并未正常毕业。孟昭常在日本组织发起法政学交通社,出版法政学交通社杂志,希望通过翻译西方宪政书籍,灌输新思想新知识于国内,以此挽救中国于危亡之际。";2014-11-28;2014;75-80;
P143;期刊;清末安徽留日学生述论;"陆军;";"安徽大学历史系;";昆明学院学报;"清末;;安徽;;留日学生;;留日原因;;留日特点";安徽是清末留日学生大省之一。其留日学生有姓名可考者共计171人,大多为官费生。安徽留日学生众多的原因,除受全国留日大潮的影响之外,还与周边环境的作用,清末推行新政对大量新式人才的渴求,官绅和早期留日学生的宣传推动等有关。安徽留日学生不仅具有全国留日学生的一般特征,同时还受区域政治、文化等因素的影响,具有与其他省份不同的特点。这些特点又反过来影响日后安徽的政治改革、文化发展及社会变迁等历程。;2012-04-30;2012;83-86;
P358;期刊;宋教仁留日时期的思想特点;李喜所;河北学刊;河北学刊;"宋教仁;社会主义理论;革命党人;思想特点;";宋教仁从1882年出世到1913年被袁世凯派人暗杀这三十一年中,有七年留学日本。这七年正是宋教仁从二十二岁到二十九岁(1904—1911)的风华正茂时期,为其世界观的形成和一生的建树奠定了坚实的根基。因此要研究宗教仁,就不能不探讨他在留日时期的生活、学习、革命活动和思想风貌。 宋教仁踏上留日征途是1904年12月5日,与其说他是赴日留学倒不如说他是逃避追捕。这年秋天,华兴会准备在长沙发动起义,作为封会长的宋教仁频繁活动,不料临近起义日期却事机败露,宋教仁被清廷四处通辑。万般无奈,宋教仁才在上海黄浦江口踏上赴日的轮船,怀着沉重的心情乘风破浪来到了当时正向世界(足屈)起的日本。这时,在留学生中正在展开声势浩大的爱国救亡运动,宋教仁一到东京,就被这种革命热潮所感动,一洗起义失败后那种悲伤激愤的心情而代之以火热的革命斗志,他更名桃练,继续开展反清活动。他和黄兴一起组织了革命同志会,联络留学界百余人,从事民族革命。留日湖南学生组有同乡会、湘西学会,他经常社会演说:留日学生组织的演说练习会也经常留下他的足迹,并充任该会的书记。宋教仁还担任了白话报历史、地理、论说、时论四门的主笔,不断为其撰写文章。为了磨练革命意志,他常往黄兴组织的体育会练习打靶、骑马、舞枪。190;1984-03-01;1984;55-58;
P349;期刊;宫崎滔天与中国留日学生;"何燕侠;";历史教学;历史教学;"中国留日学生;孙中山;中国革命;宫崎滔天;中国同盟会;";宫崎滔天不仅是孙中山的“知友”和得力助手,也是中国留日学生真诚的朋友。他在为孙中山领导的中国资产阶级民主革命而“奔走始终不懈”的过程中,与中国留日学生交往密切,并肩战斗,结下了深情厚谊。20世纪初,大批满怀爱国热情的中国留学生,“为国家前途寻出路”,纷纷负笈东渡日本留学,掀起了中国空前的留日学生运动高潮。1905——1906年,多达8千余名中国留日学生涌向日本。其中不仅有众多的;1987-04-01;1987;9-12;
P120;期刊;清末留日学生创办科学期刊中的物理学内容分析;"咏梅;段海龙;";"内蒙古师范大学科学技术史研究院;";内蒙古师范大学学报(自然科学汉文版);"科学世界;;科学一斑;;学海;;中日交流史;;近代物理学;;科学期刊";"对清末留日学生创办的科学期刊科学世界、科学一斑、学海中的物理学内容进行分析,认为其内容受日本影响很大,体现了清末留日学生""科学救国""的思想,这些期刊在传播近现代物理学知识方面起到了促进作用,表明科学期刊在近代中日科技交流中具有积极作用.";2013-01-15;2013;71-76;
P004;期刊;清末山西留日学生办刊活动考述——兼论其刊物的编辑出版特色;"杨强;";"安徽师范大学历史学院;运城学院黄河文化生态研究院;";运城学院学报;"《第一晋话报》;;《晋乘》;;景梅九;;景耀月";山西留日学生先后于1905年和1907年创办了第一晋话报晋乘两本期刊。景梅九、景耀月等人对刊物的创办发展贡献较大。山西留日学生所办刊物秉承知识性、通俗性、地域性、公益性、革命性的办刊理念，以启发民智为宗旨、以白话文为载体，传播了新思想新文化。刊物具有浓郁的山西区域特色，所载文章论教育、谈实业、讲军事，往往多落脚在山西。受办刊经费和人员变动的影响，出版时间不长，但对民主、科学理念的传播起了重要的推动作用。;2023-04-25;2023;57-62;
P305;期刊;试论张之洞与清末留日运动;刘杰辉;中国人民公安大学;社会科学论坛;"张之洞;劝学篇;洋务运动;洋务派;留学教育思想;";张之洞(1837-1909)是晚清后期洋务派代表人物,又是中国近代著名教育思想家和教育活动家,对中国教育近代化做出过重大贡献,被后人称之为“我国半殖民地半封建教育制度的重要奠基人”。本文拟就张之洞关于留学教育的思想和活动,来探讨他对清末留日运动的影响,从而对他的教育思想有一更全面的了解,亦简单谈谈对甲午战后洋务派对中国社会发展的影响问题的一点粗浅看法。;1999-04-15;1999;42-44;
P436;硕士;张之洞与清末留日学生管理;余秀;华中师范大学;华中师范大学;"张之洞;;留日学生;;管理政策";张之洞不仅是中国近代史上著名的教育改革家,而且是大力提倡并践行留学教育的开拓者之一,在清末留日学生管理制度的演变过程中扮演着举重若轻的角色。 甲午中日海战,泱泱中华大国竟然败给东洋小国日本,举国上下非常震惊。以张之洞为代表的清朝士大夫痛定思痛,积极探讨日本迅速崛起的原因,以便从中找到强国的捷径。张之洞作劝学篇·游学一文,具体分析派遣学生去日本留学的必要性和益处。在践行留日教育的过程中,张之洞在继承中国传统的教育督导理念,借鉴早期留学欧美的经验教训以及思虑留日学生界自身的实际情况的基础上,形成了一套完整的留学管理思想。 张之洞对留日学生的管理措施按时间顺序大体可分为两个阶段,在担任地方督抚时他对于留日学生的管理大体来讲较为宽松,这一时期他对留日学生的管理措施主要包括三个方面,一为制定管理留日学生章程,二为设置留日学生监督以加强海外管理,三为请求日方协助管理。进驻中央内阁时期的张之洞对留日学生管理进行反思,对于留日学生管理也渐渐趋向严格,主要体现在提高派遣留日学生资格、奏请学部主持留学生归国考试、严格电查和限制任用留日学生三个方面。这种变化是由张之洞自身身份地位变化以及同盟会成立后留日学生思想日益激进导致的。 纵观张之洞在前后两个时期管理留日学生的措施,很明显可以看出其管理措施有如下四个特点,即由相对宽松到日趋严格,留日学生管理政策由地方性建议上升到国家性政策,由注重国外管理到侧重选拔、归国任用,管理实际效果与管理设想存在着悖论。这种悖论的出现反映了清政府“师日”过程中的无奈和困境,也表明在一个呈现严重危机的社会里,管理留日学生只能治标但不能治本。 虽然张之洞管理留日学生的措施并没有达到挽救清王朝江河日下的政治统治的主观愿望,但在客观上推动了晚清留学教育的管理从无序混乱向有序、规范化转变。;2014-04-01;2014;;
P027;期刊;张之洞与清末湖北留日教育的发展;"侯恋恋;郑刚;";"华中师范大学教育学院;";湖北文理学院学报;"张之洞;;湖北留学教育;;留日教育";"张之洞是晚清时期的重臣名儒,不仅政绩卓著,而且在教育领域颇有建树。在他督鄂18年间(1889年—1907年),湖北留学教育得到极大发展,尤其是留日人数居全国前列。这离不开当时国内外形势、湖北区域环境以及张之洞留学思想的推动。在兴办留学教育过程中,为了贯彻""中体西用""的理念,张之洞对留学生的选派、监管以及考核任用采取了相应措施,一定程度上保障了留学质量。这些学生归国后投身文教、军事、法政和实业等领域,推动了湖北乃至全国的近代化历程。他采取的一系列举措对新时代留学教育的发展具有启发意义。";2021-07-15;2021;84-89;
P460;硕士;张之洞与清末留日教育;任彬彤;河北大学;河北大学;"张之洞;留日热潮;留学政策";"张之洞是清末留日教育的开拓者之一,在清末留日教育的演进过程中起着举足轻重的作用。 本文以张之洞的留学教育思想和实践作为切入点,深入探讨他的留学教育主张,剖析了其主张的转变过程。张之洞留学思想的转变,以甲午战争为分水岭。起初,张之洞提倡留学欧美。甲午战后,他转而极力主张留学日本。他积极派遣留日学生,派员对留日学生进行管理,并对毕业归国的留日学生予以任用。20世纪初,张之洞成为清末留日政策的制定者,并直接促成了留日热潮的最终形成。鉴于留日学生的“不安分”,他参与制定留学政策,加强对留日学生的管理和约束。张之洞的留学教育思想及其实践体现出一定的矛盾性,一方面,他要为清廷培养出大批统治人才;另一方面,他又怕这些留学生因接受太多的西方先进文明而成为自己的对立面。这种矛盾心态贯穿于张之洞与晚清留日运动当中,也反映了清末统治者在“师日”过程中的困惑与无奈。";2006-06-01;2006;;
P284;期刊;试析五四时期归国留美留日学生政治见解差异之原因;刘欣;徐州师范大学社会发展学院 江苏 徐州 221116;徐州师范大学学报;"五四时期;;留学生;;新文化运动;;政见;;留学背景;;留学观感";"归国留美学生与留日学生是五四新文化运动中的骨干,由于留学国度不同,他们政治见解上也有较大差异:留美留日学生都提倡民主,反对专制,但在中国振兴道路的选择上,留美学生重视实业救国,留日学生重视社会革命;在政治思想上,留美学生信奉资产阶级改良主义,留日学生信仰社会主义;在对留学国的态度上,留美学生多对美采取亲和态度,留日学生则有强烈的反日情绪。这种差异,与清政府的留学政策,留学国对学生的政策以及留学生留学际遇差异有着密切联系。";2003-09-30;2003;6-11;
P087;中国会议;清末留日学生与就读学校关系之研究——从嘉纳治五郎与杨度的辩论谈起;"邵宝;王冬莉;";"苏州大学外国语学院;苏州工业园区服务外包职业学院;";日语教学与日本研究——中国日语教学研究会江苏分会2014年刊;"清末留日学生;;就读学校;;留学生教育";当今各国,留学生和教育留学生的学校,两者之间是相互信赖、相互信任的关系,这是留学生前往就读的重要原因。但上溯至清末时期,中国留学生和日本学校的关系并非如此,双方有着难以逾越的鸿沟。日本学校实施的留学生教育,由于时代的影响,背后包含着日本大陆侵略扩张政策思想。留学生对这样的教育自然是充满警惕,对其进行抵制和反对,因而这一时期两者难于形成相互信赖的关系。;2014-09-01;2014;10;
P432;辑刊;清末留日学生与就读学校关系之研究——从嘉纳治五郎与杨度的辩论谈起;"邵宝;王冬莉;";"苏州大学外国语学院;苏州工业园区服务外包职业学院;";日语教学与日本研究;"清末留日学生;;就读学校;;留学生教育";当今各国,留学生和教育留学生的学校,两者之间是相互信赖、相互信任的关系,这是留学生前往就读的重要原因。但上溯至清末时期,中国留学生和日本学校的关系并非如此,双方有着难以逾越的鸿沟。日本学校实施的留学生教育,由于时代的影响,背后包含着日本大陆侵略扩张政策思想。留学生对这样的教育自然是充满警惕,对其进行抵制和反对,因而这一时期两者难于形成相互信赖的关系。;2014-09-30;2014;;
P028;期刊;《近代日本的中国留日学生政策史》出版;"郭蕾;";抗日战争研究;抗日战争研究;"中国留日学生;《近代日本的中国留日学生政策史》;中日关系;政策史;";徐志民著,中国社会科学出版社2020年出版,26.7万字,98元近代中国留日学生人数多、规模大、影响深远,与中日关系极为密切。近代日本面对蜂拥而至的中国留日学生,如何接受、教育、管理他们,在留日运动起起落落和中日关系的变化中,又如何调整留日学生政策,以及这些调整又怎样反作用于留日学生与中日关系?本书从西力东渐的时代背景和近代东亚国际关系史的宏观视角出发,;2021-03-15;2021;149;
P082;期刊;辛亥革命前的留日学生;"周飞;";"厦门大学历史系;";兰台世界;"辛亥革命;;留日学生;;孙中山";"思考留学生力量对辛亥革命的历史作用,会发现留日学生与同盟会革命党的紧密联系;取缔规则运动的兴起;诸多革命报刊的出版,这些运动与抗争都不同程度地为推动革命起到了相当的作用。";2014-11-06;2014;63-64;
P126;期刊;两湖留日学生刊物与政治舆论动员中的地缘倾向;"王天根;";"安徽大学新闻与传播学院;";广西师范大学学报(哲学社会科学版);"两湖留日学生;;游学译编;;湖北学生界;;政治舆论;;地缘倾向";戊戌政变后排满革命舆论渐成主流。从地理空间上看,其时东京、横滨等地是革命舆论的中心。早期两湖留日学生及革命派人士筹办游学译编和湖北学生界,利用东京、横滨等地与长沙、武汉等媒介网络广泛建构革命舆论。分析两湖留日学生刊物,可见近代革命在地理空间有重要表现,地缘关系扮演了重要角色。中国地方行省办的报刊以及日本留学生在域外办的中国行省报刊,都印证了这一点,这决定中国近代报刊既有同乡意识,也有全国目光。留日报刊对政治建构及革命话语呈现的媒介镜像,特别是其中传播的政治想象及排满革命等民族主义情绪,其后果波及辛亥革命的基本历程。;2012-10-15;2012;193-200;
P447;辑刊;关于东京“左联”重建后的中国留日学生出版的诸多杂志——《学术界》;"小谷一郎;王建华;";上海鲁迅研究;上海鲁迅研究;"中国留日学生;大学校友会;《学术界》;";"我最初获得的是中华留日明治大学校友会发行的交友杂志学术界,因为这本杂志是明治大学留日学生校友会的会刊,杂志的性质清楚,因此对我来说,还算比较容易整理。此外,它与我接下来要提及的大钟一样,是一本与东京""左联""""艺术聚餐会""有明显关系的杂志之一。关于学术界,在伍杰主编的中文期刊大词典(上下卷,北京大学出版社2000年3月版)中记载:创刊号(1930年11月)、第";2010-09-30;2010;;
P010;期刊;早期留日学生毕业纪念册《鸿迹帖》的整理与研究;"孙倩;";"河南农业大学外国语学院;";洛阳师范学院学报;"早期留日学生;;《鸿迹帖》;;早稻田大学";我国早期留日学生毕业纪念册鸿迹帖不仅收录有早稻田大学清国留学生部毕业生的留言，而且还收录有晚清皇族、官员、进士的留墨。作品情感丰富，饱含家国情怀、民族复兴之志。鸿迹帖是研究我国早期留日学生可供参考的珍贵史料。;2022-12-25;2022;46-49;
P058;期刊;战后初期中国留日学生的国家认同;"干保柱;刘笑非;";"中央编译局文献部;北京林业大学外国语学院;";历史教学(下半月刊);"战后初期;;中国留日学生;;国家认同";"战后初期,千余名中国留学生滞留日本求学深造。民国政府对留日学生政治上不信任、生活上不救济,致使学生沦为""胜利的弃儿"",对留日学生而言,现实中的距离感与抗战胜利带来对民国政府的亲近感同在。随着中国共产党民族解放事业的推进,自二二八事件起留日学生开始批判民国政府。新中国成立,绝大多数留日学生转向支持中国共产党、新中国。";2016-11-16;2016;43-51;
P250;期刊;有关1937年8月国民政府资助留日学生返国经费案史料一组;"陆军;";中国第二历史档案馆,;民国档案;"留日学生;;救济费用;;行政院;;财政部";抗战全面爆发后不久,国民政府即从教育文化费项下提前拨汇1万元,用以救济留日学生,资送其返国。本组史料反映了抗战之初国民政府为应对变局所采取的一项紧急举措。;2006-11-25;2006;27-29;
P068;期刊;抗战时期东北沦陷区留日学生群体的结构分析;"魏善玲;";"南京大学历史学院;江苏师范大学学报编辑部;";山西农业大学学报(社会科学版);"抗战时期;;东北沦陷区;;留日学生";"抗战时期,东北沦陷区伪政权为培养奴化人才,积极推行留日教育,留日学生的结构也呈现出一定的特点:就留学前的学历背景来看,普通留学生应具备高级中学毕业或同等及以上学历;就留学地区而言,真正出国留学的基本都是到日本;在留日人数方面,抗战时期留日学生总数在一万人左右;从留学科目来看,学习医、工、理、商和师范科的人数相对较多;就留日学校而言,大多数留学生都能进入日本专科以上学校就读;在留学经费方面,虽然补助费名目繁多,但自费生仍占多数,公、自费生比例约为1∶2.5;从留学生性别来看,女性留学生相对较少,男女比例约为6.5∶1;就留学生籍贯而言,留日人数最多的是奉天省,其次是吉林省、关东州、滨江省和锦州省等日伪统治的重点区域。";2015-12-25 12:55;2016;46-53;
P078;期刊;论战后国民政府对战时留日学生的甄审政策;"殷昭鲁;";"南京大学历史系;";历史教学(下半月刊);"国民政府;;留日学生;;甄审";抗战时期,沦陷区有大量学生到日本留学。抗战胜利以后,国民政府开始对战时留日学生进行甄审。国民政府开展留日学生甄审是想战后在教育界重塑政权合法性,重振教育权威,以寻求留日学生对国民政府的认同。同时,留日学生甄审也是在战后社会对节操和德行大肆张扬的背景下开展的,因而对战时留日学生的甄审无形中就含有一种道德价值判断的成分,造成了留日学生对甄审政策的反弹,加上留日学生甄审党训色彩的浓重,也很难收到回笼人心之功效。最终,国民政府力图通过甄审举措来实现威权重塑、人心内附的目的并没有达到。;2015-03-16;2015;53-59;
P324;期刊;留日女学生的抗战活动;孙越;山西师范大学历史系;山西师大学报(社会科学版);"抗日救亡运动;医疗卫生;抗战时期;颜一烟;全国各界救国联合会;战时教育;留日学生;皖南事变;抗日民族统一战线;宋庆龄;沈兹九;";抗战时期留日女学生表现出了极大的爱国热忱。“七·七”事变前她们在日本从事收集情报、创办报刊杂志、宣传抗日的活动。事变后，她们愤然退学归国，共赴国难。在宣传、募捐、医疗卫生、促进抗日民族统一战线的建立以及战时教育等方面都作出了积极的贡献。;1995-07-25;1995;4;
P096;期刊;汪伪留日教育政策与管理机构述略;"曹必宏;";"中国第二历史档案馆;";江苏师范大学学报(哲学社会科学版);"汪伪国民政府;;留日教育;;留学生管理";抗日战争时期,为加强对赴日公费留学生的选拔和对公费自费留日学生的管理,汪伪国民政府及其统治区内的各级地方政权、伪华北政务委员会,制定和公布了国外留学规程等一系列留日教育政策,并设立了汪伪教育部驻日学务专员办事处、伪华北教育总署驻日办理留学事务专员办事处等管理在日留学生的机构,日本也成立了管理中国留学生的机关。汪伪留日教育政策和管理机构,对汪伪统治区内的留日教育起到了一定的规范管理作用,同时也在很大程度上强化了日伪对留日学生思想与行为的控制。;2014-01-15;2014;1-7;
P064;期刊;抗战时期关内日伪政权选派留日公费生考略;"曹必宏;";"中国第二历史档案馆研究馆;";社会科学研究;"日伪政权;;留日公费生;;选拔和派遣";"抗日战争时期,为培养忠实于日本的高级""人才"",日伪政权十分重视公费留日学生的选派,伪华北临时政府(包括伪华北政务委员会)、伪维新政府、汪伪国民政府以及各级地方政权和御用团体选派了不少公费留学生赴日本留学。以中国第二历史档案馆所藏档案资料为主,可以对抗日战争时期日本在沦陷区内扶植的伪政权及其所属地方政权和御用团体选拔、派遣留日公费生的情况进行细致的考察和梳理,进而深化抗战时期的日伪政权留日教育研究。";2016-07-01;2016;149-157;
P213;中国会议;抗战时期日本对伪蒙疆政权留日学生政策;"徐志民;";"中国社会科学院近代史研究所《抗日战争研究》编辑部;西藏社会科学院当代西藏研究所;";中华民族的抗争与复兴——第一、二届海峡两岸抗日战争史学术研讨会论文集（下）;"抗日战争;;伪蒙疆政权;;留日学生";"抗日战争爆发后,日本政府和军部为实现长期占领和控制内蒙古地区的战略目的,不仅出兵扶持锡林郭勒盟苏尼特右旗札萨克郡王德穆楚克栋鲁普即德王建立伪蒙疆政权,而且以对日感情、出身、民族、宗教、资质和学习成绩等作为选拔标准,通过伪政权强制选派了一批批的青年学生和喇嘛赴日留学,借机灌输亲日反华仇苏思想,培养日蒙亲善分子和开发内蒙古资源的各类技术人才,并将""学成""回国的留日学生安插到配合日本内蒙政策的各种工作岗位上,以服务于日本的侵略战争政策。";2009-08-15;2007;14;
P210;期刊;抗战时期日本对蒙疆地区留日学生政策述论;"徐志民;";"中国社会科学院近代史研究所《抗日战争研究》编辑部;";内蒙古师范大学学报(哲学社会科学版);"抗日战争;;伪蒙疆政权;;留日学生";"抗日战争爆发后,日本政府和军部为实现长期占领和控制内蒙古地区的战略目的,不仅出兵扶持锡林郭勒盟苏尼特右旗札萨克郡王德穆楚克栋鲁普即德王建立伪蒙疆政权,而且以对日感情、出身、民族、宗教、资质和学习成绩等作为选拔标准,通过伪政权强制选派了一批批的青年学生和喇嘛赴日留学,借机灌输亲日反华仇苏思想,培养日蒙亲善分子和开发内蒙古资源的各类技术人才,并将""学成""回国的留日学生安插到配合日本内蒙政策的各种工作岗位上,以服务于日本的侵略战争政策。";2009-09-15;2009;49-55;
P435;硕士;日伪时期的山东留日学生研究;韩悦;曲阜师范大学;曲阜师范大学;"日伪时期;;山东;;留日学生";抗日战争爆发后，留日学生几乎全部愤而归国，近代中国大规模的留日运动告一段落。但随后成立的日伪政权为培养“亲日”人才开始选派留日生，不少学子为探究敌情或寻找出路，也自备斧资去敌国留学，故留日教育仍赓续未绝。据笔者考证，1938-1945年间，有明确记载的鲁籍留日学生即达378名，据估算则约有500名左右。 日伪时期，山东沦陷区的青年学子因国内学校破坏严重，且大多数被日伪接管，成为推行奴化教育的场所，赴国统区的道路又遭到封锁等原因，或为摆脱日寇出任伪职的纠缠，或出于“不入虎穴，焉得虎子”、“知己知彼、百战不殆”的心理，或在日伪政权的鼓励政策及庚款留日补助的引诱下，或在亲朋师友的劝说与推荐下，远赴敌国求学，虽非明智选择，却是无奈之举。 日伪时期山东的留日学生具有以下特点:其籍贯主要集中在青岛、蓬莱、黄县等东部沿海地区与济南等内陆的行政中心；公费生占少数，绝大多数是自费生；就读的学校主要集中在东京；习文科者远多于习理科的人数；留学前大多具有高中毕业以上文化程度等等。 日伪政权费尽心机选派留日学生的最终目的是为了有计划地培养一批“高级汉奸”，但与他们的意图背道相驰，不少鲁籍留日生在日求学期间便参加了各种形式的反日爱国活动，学成归国后更是举起了抗日的旗帜，参加了各种形式的抗日救亡运动。但也确有部分留日生到日伪政权中任伪职。需要指出的是：他们之中并未出现像王辑唐、汪精卫之类的大汉奸，其危害性并不大！抗战胜利后，他们有的参与收复区的反甄审运动；有的以民主党派、政协委员等身份，成为新中国初期重要的民主力量；有的成为文艺界的名人、战后教育重建的骨干力量、各类科技专家、医药领域的带头人、农工领域的卓越人才等等。 这一时期的鲁籍留日生虽为日伪政权所派，且有部分出任过伪职，但把他们称之为“汉奸”则有失公允！因为日本投降时，他们或任伪职不久，或尚未毕业，并未做危害国家和民族利益的事情。这一时期出现的大汉奸，大多数是民国前期的留日生。战时留学日本只是无奈的选择，而且他们归国后弥补了战时造成的人才短缺局面，成为建设新中国的重要力量。“战时求学异邦，并非日伪奴才”，这就是本文的结论。;2014-04-01;2014;;
P160;期刊;1903年留日学生拒俄运动述略;"谢忠强;";"上海大学;";兰台世界;"留日学生;民族主义;拒俄运动;北洋大臣;";拒俄运动(1901—1905)是中国近代民族主义意识付诸实践的标志性事件之一,其间除了国内的斗争情况外,中国留日学生在海外的斗争也是其重要组成部分。本文拟以各方资料之相互印证,对清末留日学生拒俄运动的相关史实进行大致梳理。不当之处,敬请方家指正。;2011-11-01;2011;31-32;
P219;期刊;近代留日群体与中国式拜伦形象的初次建构;"倪正芳;";"湖南人文科技学院中文系;";船山学刊;"留日群体;;近代中国式拜伦;;革命性;;私人性;;审美性";"拜伦最早是通过日本这一西洋文化的""摄取走廊""进入中国的。以梁启超、苏曼殊、王国维、鲁迅等留日人员为主体的中国近代知识分子通过各种方式,借鉴""原版""拜伦和""日式""拜伦中的相关特征,展开既具个性化又符合国情的筛选改造,建构出了以革命性为主要内涵兼备私人性和审美性的第一个中国式拜伦形象。";2009-04-25;2009;217-220;
P048;期刊;日华学会与留日教育(1918-1945);"石嘉;";"江西师范大学历史文化与旅游学院;";北京社会科学;"日本;;日华学会;;留日学生;;文化侵略";"文化教育侵略是日本侵华第二战场,在其侵华过程中扮演着重要角色。日华学会从1918年成立至1945年解散,经营留日教育管理事务20余年,客观上为中国人留学日本教育事业做出一定成绩。然该会被纳入日本""对支文化事业""体系之后,逐渐嬗变为日本与欧美抢夺中国留学教育话语权、怀柔中国留学生的重要工具。抗战全面爆发以后,日本当局利用经费补给不断强化对其监管,日华学会文化渗透与怀柔色彩更加明显,妄图培养""大东亚新秩序和大东亚共荣圈的协力者""。";2018-05-07;2018;57-66;
P188;国际会议;20世纪前期川籍留日学生群体的文化创造——兼论郭沫若(初稿);"邓经武;";"成都大学;";郭沫若文献史料国际学术研讨会暨IGMA学术年会论文汇编;"20世纪;;川籍留日学生群;;社会变革;;文化创新;;巴蜀文化;;郭沫若";文章以20世纪前期川籍留日学生群体的文化创造为切入点,梳理了清末中国留日学生尤其是四川籍留日学生的状况,分别从川籍留日学生群数量巨大以及对中国社会变革的影响作用、四川籍留日学生在构建现代中国新文化、创建新文学的过程中的创造性贡献、郭沫若在中国文化与日本近代文化关系中的矛盾心理等方面,进行剖析。文章认为,领先一步向西方学习所带来的日本强盛结果,对于川籍留日学生群体的创新中国文化的观念变革、构建现代中国新文化实践,都有着极大的作用。;2010-08-20;2010;7;
P395;辑刊;日华学会的伪满留日学生管理与实践;"陈珂琳;陈秀武;";"东北师范大学外国语学院;东北师范大学日本研究所;东北师范大学吉林省伪满历史文化研究基地;中华日本学会;中国日本史学会;中国日本史学会青年学者交流会;";近代中国东北与日本研究;"日本;;日华学会;;伪满洲国;;留学生";日华学会是日本的中国留日学生管理机构,亦是日本外务省的外围团体,在日本的中国留日学生管理及政策制定中扮演重要角色。本文以日本外务省相关史料及日华学会机关杂志日华学报为依据,主要解读伪满洲国成立后日华学会提出的伪满留日学生管理方案的具体内容以及这些方案对伪满留日学生管理方案的最终形成起到的作用。此外,介绍日华学会的伪满留日学生工作的具体实践情况,揭示日华学会对日本政府“对满政策”的配合及对日本对华文化侵略的协助。;2021-09-30;2021;;
